URN,LAcode,LAname,EstablishmentNumber,EstablishmentName,TypeOfEstablishmentcode,TypeOfEstablishmentname,EstablishmentTypeGroupcode,EstablishmentTypeGroupname,EstablishmentStatuscode,EstablishmentStatusname,ReasonEstablishmentOpenedcode,ReasonEstablishmentOpenedname,OpenDate,ReasonEstablishmentClosedcode,ReasonEstablishmentClosedname,CloseDate,PhaseOfEducationcode,PhaseOfEducationname,StatutoryLowAge,StatutoryHighAge,Boarderscode,Boardersname,NurseryProvisionname,OfficialSixthFormcode,OfficialSixthFormname,Gendercode,Gendername,ReligiousCharactercode,ReligiousCharactername,ReligiousEthosname,Diocesecode,Diocesename,AdmissionsPolicycode,AdmissionsPolicyname,SchoolCapacity,SpecialClassescode,SpecialClassesname,CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlagcode,TrustSchoolFlagname,Trustscode,Trustsname,SchoolSponsorFlagname,SchoolSponsorsname,FederationFlagname,Federationscode,Federationsname,UKPRN,FEHEIdentifier,FurtherEducationTypename,OfstedLastInsp,OfstedSpecialMeasurescode,OfstedSpecialMeasuresname,LastChangedDate,Street,Locality,Address3,Town,Countyname,Postcode,SchoolWebsite,TelephoneNum,HeadTitlename,HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateNamename,InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMothname,TeenMothPlaces,CCFname,SENPRUname,EBDname,PlacesPRU,FTProvname,EdByOthername,Section41Approvedname,SEN1name,SEN2name,SEN3name,SEN4name,SEN5name,SEN6name,SEN7name,SEN8name,SEN9name,SEN10name,SEN11name,SEN12name,SEN13name,TypeOfResourcedProvisionname,ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GORcode,GORname,DistrictAdministrativecode,DistrictAdministrativename,AdministrativeWardcode,AdministrativeWardname,ParliamentaryConstituencycode,ParliamentaryConstituencyname,UrbanRuralcode,UrbanRuralname,GSSLACodename,Easting,Northing,CensusAreaStatisticWardname,MSOAname,LSOAname,InspectorateNamename,SENStat,SENNoStat,BoardingEstablishmentname,PropsName,PreviousLAcode,PreviousLAname,PreviousEstablishmentNumber,OfstedRatingname,RSCRegionname,Countryname,UPRN,SiteName,MSOAcode,LSOAcode
102188,310,Harrow,2053,Camrose Primary With Nursery,1,Community school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,430,2,No Special Classes,2026-01-15,410,201,209,23.2,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10080047,null,Not applicable,null,null,null,2026-07-17,St David's Drive,null,null,Edgware,Middlesex,HA8 6JH,www.camrose.harrow.sch.uk/,2089523272,Mrs,Sharon,Crick,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05013545,Edgware,E14001270,Harrow East,UN1,Urban: Nearer to a major town or city,E09000015,518642,190777,null,Harrow 007,Harrow 007C,null,null,null,null,null,999,null,null,null,null,null,200000305576,null,E02000439,E01002121
102189,310,Harrow,2055,Belmont School,1,Community school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,682,2,No Special Classes,2026-01-15,658,360,298,26.9,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10072878,null,Not applicable,null,null,null,2026-06-29,Hibbert Road,Harrow Weald,null,Harrow,Middlesex,HA3 7JT,http://www.belmont.harrow.sch.uk,2084270903,Mrs,Poonam,Aggarwall,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,SLD - Severe Learning Difficulty,null,null,null,null,null,null,null,null,null,null,null,null,Resourced provision,12,12,null,null,H,London,E09000015,Harrow,E05013561,Wealdstone North,E14001271,Harrow West,UN1,Urban: Nearer to a major town or city,E09000015,515938,190307,null,Harrow 013,Harrow 013E,null,null,null,null,null,999,null,null,null,null,null,10002293397,null,E02000445,E01002231
102190,310,Harrow,2056,Cannon Lane Junior School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,1,Result of Amalgamation/Merger,2013-08-31,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Cannonbury Avenue,null,null,Pinner,null,HA5 1TS,null,null,Mr,Richard,Johnson,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05000298,Pinner South,E14000906,"Ruislip, Northwood and Pinner",A1,(England/Wales) Urban major conurbation,E09000015,511772,188117,null,Harrow 022,Harrow 022D,null,null,null,null,null,999,null,null,null,null,null,null,null,E02000454,E01002196
102191,310,Harrow,2057,Cedars Middle School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,1,Result of Amalgamation/Merger,2007-08-31,3,Middle deemed primary,8,12,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Whittlesea Road,null,null,Harrow,null,HA3 6LS,null,null,Mrs,Heather,Lace,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05000290,Harrow Weald,E14000731,Harrow East,A1,(England/Wales) Urban major conurbation,E09000015,514321,190930,null,Harrow 006,Harrow 006A,null,null,null,null,null,999,null,null,null,null,null,10002293463,null,E02000438,E01002139
102192,310,Harrow,2058,Elmgrove Junior School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,1,Result of Amalgamation/Merger,2011-08-31,2,Primary,7,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Kenmore Avenue,Kenton,null,Harrow,null,HA3 8LU,null,null,Mrs,Joanne,Daswani,Acting Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,PD - Physical Disability,null,null,null,null,null,null,null,null,null,null,null,null,Resourced provision,null,null,null,null,H,London,E09000015,Harrow,E05000295,Kenton West,E14000731,Harrow East,A1,(England/Wales) Urban major conurbation,E09000015,516269,189135,null,Harrow 033,Harrow 033C,null,null,null,null,null,999,null,null,null,null,null,null,null,E02006882,E01002172
102193,310,Harrow,2059,Kenmore Park Junior School,1,Community school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420,2,No Special Classes,2026-01-15,321,189,132,34.6,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10075048,null,Not applicable,null,null,null,2026-06-29,Moorhouse Road,Kenton,null,Harrow,null,HA3 9JA,www.kpjs.harrow.sch.uk,2082046294,Mr,Michael,Baumring,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05013551,Kenton East,E14001270,Harrow East,UN1,Urban: Nearer to a major town or city,E09000015,518049,189732,null,Harrow 017,Harrow 017D,null,null,null,null,null,999,null,null,null,null,null,10002294720,null,E02000449,E01002168
102194,310,Harrow,2060,Pinner Park Junior School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,1900-01-01,1,Result of Amalgamation/Merger,2019-04-05,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,480,2,No Special Classes,2019-01-17,477,239,238,6.1,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10075047,null,Not applicable,null,null,null,2019-11-29,Melbourne Avenue,null,null,Pinner,null,HA5 5TJ,null,null,Mr,Dominic,English,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05000292,Headstone North,E14000732,Harrow West,A1,(England/Wales) Urban major conurbation,E09000015,513787,189949,null,Harrow 015,Harrow 015A,null,null,null,null,null,999,null,null,null,null,null,10070267112,null,E02000447,E01002154
102195,310,Harrow,2061,Priestmead Primary School and Nursery,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,10,Academy Converter,2019-02-28,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,892,1,Has Special Classes,2019-01-17,834,417,417,6.0,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10065820,null,Not applicable,null,null,null,2019-07-11,Hartford Avenue,Kenton,null,Harrow,Middlesex,HA3 8SZ,null,null,Mr,Sash,Hamidi,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,OTH - Other Difficulty/Disability,ASD - Autistic Spectrum Disorder,null,null,null,null,null,null,null,null,null,null,null,Resourced provision,12,12,null,null,H,London,E09000015,Harrow,E05000295,Kenton West,E14000731,Harrow East,A1,(England/Wales) Urban major conurbation,E09000015,516813,189875,null,Harrow 033,Harrow 033H,null,null,null,null,null,999,null,null,null,null,null,200000313248,null,E02006882,E01002177
102196,310,Harrow,2062,Roxbourne Junior School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,1,Result of Amalgamation/Merger,2012-12-31,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Torbay Road,South Harrow,null,Harrow,null,HA2 9QF,null,null,Miss,Jane,Frankau,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05000300,Rayners Lane,E14000732,Harrow West,A1,(England/Wales) Urban major conurbation,E09000015,512138,186828,null,Harrow 032,Harrow 032E,null,null,null,null,null,999,null,null,null,null,null,null,null,E02006795,E01032576
102197,310,Harrow,2063,Stag Lane Junior School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,1900-01-01,1,Result of Amalgamation/Merger,2020-04-01,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,390,2,No Special Classes,2020-01-16,404,207,197,7.4,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10075046,null,Not applicable,null,null,null,2021-03-15,Collier Drive,null,null,Edgware,Middlesex,HA8 5RU,null,null,Mrs,Nina,Will,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05000287,Edgware,E14000731,Harrow East,A1,(England/Wales) Urban major conurbation,E09000015,519231,190411,null,Harrow 010,Harrow 010A,null,null,null,null,null,999,null,null,null,null,null,100023039841,null,E02000442,E01002124
102198,310,Harrow,2064,Stanburn Junior School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,1,Result of Amalgamation/Merger,2013-12-31,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,480,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Abercorn Road,null,null,Stanmore,null,HA7 2PJ,null,null,Mrs,Anne,Drakeford,Executive Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05000285,Belmont,E14000731,Harrow East,A1,(England/Wales) Urban major conurbation,E09000015,517199,191102,null,Harrow 008,Harrow 008C,null,null,null,null,null,999,null,null,null,null,null,10002294743,null,E02000440,E01002109
102199,310,Harrow,2066,Longfield Primary School,1,Community school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,840,2,No Special Classes,2026-01-15,617,311,306,15.3,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10080046,null,Not applicable,null,null,null,2026-06-29,Duke's Avenue,North Harrow,null,Harrow,Middlesex,HA2 7NZ,www.longfieldprimaryschool.co.uk,2088667331,Mr,Rashid,Benserghin,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05013554,North Harrow,E14001271,Harrow West,UN1,Urban: Nearer to a major town or city,E09000015,513061,188104,null,Harrow 019,Harrow 019A,null,null,null,null,null,999,null,null,null,null,null,10002293492,null,E02000451,E01002153
102200,310,Harrow,2067,Weald Junior School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,1,Result of Amalgamation/Merger,2015-03-31,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Robin Hood Drive,Harrow Weald,null,Harrow,null,HA3 7DH,null,null,Mr,M,Curtin,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05000290,Harrow Weald,E14000731,Harrow East,A1,(England/Wales) Urban major conurbation,E09000015,515645,191154,null,Harrow 005,Harrow 005B,null,null,null,null,null,999,null,null,null,null,null,10070261189,null,E02000437,E01002141
102201,310,Harrow,2068,West Lodge Middle School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,1,Result of Amalgamation/Merger,2008-12-31,3,Middle deemed primary,8,12,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,362,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,West End Lane,null,null,Pinner,null,HA5 1AF,null,null,Mrs,P M,Throup,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05000298,Pinner South,E14000906,"Ruislip, Northwood and Pinner",A1,(England/Wales) Urban major conurbation,E09000015,511802,189355,null,Harrow 016,Harrow 016C,null,null,null,null,null,999,null,null,null,null,null,10000001950,null,E02000448,E01002192
102202,310,Harrow,2071,Grange Primary School,1,Community school,4,Local authority maintained schools,1,Open,6,New Provision,1900-01-01,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,476,2,No Special Classes,2026-01-15,443,237,206,34.3,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10040145,null,Not applicable,null,null,null,2026-06-29,Welbeck Road,South Harrow,null,Harrow,Middlesex,HA2 0RY,www.grange.harrow.sch.uk/,2084225070,Mr,Daniel,Kerbel,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,MLD - Moderate Learning Difficulty,null,null,null,null,null,null,null,null,null,null,null,Resourced provision,19,19,null,null,H,London,E09000015,Harrow,E05013563,West Harrow,E14001271,Harrow West,UN1,Urban: Nearer to a major town or city,E09000015,513848,187215,null,Harrow 025,Harrow 025D,null,null,null,null,null,999,null,null,null,null,null,null,null,E02000457,E01002241
102203,310,Harrow,2072,Heathland School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,10,Academy Converter,2014-06-30,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,682,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2019-11-29,Eastcote Lane,South Harrow,null,Harrow,Middlesex,HA2 9AG,null,null,Mr,Chris,Spruce,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05000301,Roxbourne,E14000732,Harrow West,A1,(England/Wales) Urban major conurbation,E09000015,513025,186247,null,Harrow 031,Harrow 031B,null,null,null,null,null,999,null,null,null,null,null,null,null,E02000463,E01002215
102204,310,Harrow,2073,Cannon Lane Primary School,1,Community school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,840,2,No Special Classes,2026-01-15,712,351,361,4.1,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10079695,null,Not applicable,null,null,null,2026-07-07,Cannonbury Avenue,null,null,Pinner,null,HA5 1TS,www.cannonlaneprimary.org/,2088663536,Mrs,Nicola,Brown,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05013556,Pinner South,E14001454,"Ruislip, Northwood and Pinner",UN1,Urban: Nearer to a major town or city,E09000015,511772,188117,null,Harrow 022,Harrow 022D,null,null,null,null,null,999,null,null,null,null,null,100023659615,null,E02000454,E01002196
